,input_size,jpeg_size,output_shape,compression,jpeg_compression,macs_base_encoder,params_base_encoder,macs_compressor,params_compressor,macs_decoder,params_decoder,Setting,Iou50:95,Iou50
0,768,404049,"[1, 48, 96, 96]",0.25,0.2283443874782986,2272760954.0,166414,0.0,0.0,8928321226.0,7937636,Teacher,0.4216,0.613
1,768,404049,"[1, 12, 96, 96]",0.0625,0.2283443874782986,2272760954.0,166414,236452908.0,32868.0,8928321226.0,7937636,1.0,0.4053,0.5944
